No.,Comment,Article URL,Platform,Pre-Sales-Sales-sales/Post-sales,Intent To Buy (Yes/ No/NA),Conversation Drivers (Product Attributes/ Pricing/ Experience of Using Product/ Customer Service/ Other),Sentiment (Positive/ Neutral/ Negative),Enquiry/ Compaint/ Praise/Other,Notes
474," 2012 and 2013),2 Lenovo Tabs(1 A2107-H and another model which I dont remember) from my experience,in tablets,nothing comes close to iPad the apps are better made for the screen and arent phone apps android is poorly optimised for devices outside of phones and updates cause high inconsistency,my N7 2013 is...",http://www.digit.in/forum/technology-news/190398-xiaomi-mipad-launch-india-rs-12-999-a-4.html#post2210826,Forum Replies,,,,Neutral,,
475," 2012 and 2013),2 Lenovo Tabs(1 A2107-H and another model which I dont remember) from my experience,in tablets,nothing comes close to iPad the apps are better made for the screen and arent phone apps android is poorly optimised for devices outside of phones and updates cause high inconsistency,my N7 2013 is...",http://www.digit.in/forum/technology-news/190398-xiaomi-mipad-launch-india-rs-12-999-a-4.html#post2210809,Forum Replies,,,,Neutral,,
476," A2107-H and another model which I dont remember) from my experience,in tablets,nothing comes close to iPad the apps are better made for the screen and arent phone apps android is poorly optimised for devices outside of phones and updates cause high inconsistency,my N7 2013 is totally a paper weight since...",http://www.digit.in/forum/technology-news/190398-xiaomi-mipad-launch-india-rs-12-999-a-post2210826.html#postcount2210724,Forum Replies,,,,Neutral,,
477,"Originally Posted by Skyh3ck i have Lenovo A6000 in my cart right now, and have only one hour to decide, guys please help should i buy it or wait for Redmi 2, InFocus M2 or any other phone depending on preference-Xiaomi,Lenovo or even Moto avoid brands such as infocus",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210722,Forum Replies,,,,Neutral,,
478,"From my personal experience, Nokia & Samsung provide best A.S.S Maybe it differs from place to place too,as in case of Lenovo which had good service centre in Durgapur but bad in few areas",http://www.digit.in/forum/buying-advice/190444-new-phone-around-30k-please-suggest-post2210721.html#postcount2210708,Forum Replies,,,,Neutral,,
479,"Need one, if anyone can help.",http://www.digit.in/forum/mobiles-tablets/189709-lenovo-a6000-discussion-thread.html#postcount2210698,Forum Replies,,,,Neutral,,
480," 2012 and 2013),2 Lenovo Tabs(1 A2107-H and another model which I dont remember) from my experience,in tablets,nothing comes close to iPad the apps are better made for the screen and arent phone apps android is poorly optimised for devices outside of phones and updates cause high inconsistency,my N7 2013 is...",http://www.digit.in/forum/technology-news/190398-xiaomi-mipad-launch-india-rs-12-999-a-4.html#post2210774,Forum Replies,,,,Neutral,,
481,"i have Lenovo A6000 in my cart right now, and have only one hour to decide, guys please help should i buy it or wait for Redmi 2, InFocus M2 or any other phone",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210676,Forum Replies,,,,Neutral,,
482,"i have Lenovo A6000 in my cart right now, and have only one hour to decide, guys please help should i buy it or wait for Redmi 2, InFocus M2 or any other phone",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210676.html#postcount2210676,Forum Replies,,,,Neutral,,
483,Lenovo is notorious for not giving updates and a bloated rom so please research more on that before deciding to take the plunge,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-2.html#post2210332,Forum Replies,NA,NA,"Product Attributes, Experience",Neutral,Complaint,
484,"Snatch of Mobile Respected sir, i am Pawan Das, on 16-03-2015 my phone had been snatched when i was going home from my job. suddenly three boys came from bike and snatched my phone. The mobile is an lenovo A6000, with a removable grey color case.the mobile is a dual sim 4G LTE piece and having IMEI numbers...",http://www.complaintboard.in/complaints-reviews/lenovo-a6000-l368212.html,Forum Replies,,,,Neutral,,
485,"Stolen mobile Dear Sir This is to bring to you notice that some one has stolen my Lenovo A6000 while i was boarding via Delhi metro on 17.03.15. The mobile is an lenovo A6000, with a removable grey color case.the mobile is a dual sim 4G LTE piece and having IMEI numbers as IMEI 01: 866043022694676 & IMEI 02...",http://www.complaintboard.in/complaints-reviews/lenovo-a6000-l368212.html,Forum Replies,NA,NA,Other (Stolen phone - re: Customer Service),Neutral,Enquiry,
486,"Need one, if anyone can help.",http://www.digit.in/forum/mobiles-tablets/189709-lenovo-a6000-discussion-thread-post2210698.html#postcount2210698,Forum Replies,,,,Neutral,,
487,"Originally Posted by kkn13 ^^ Not true,they are still very capable phones will have support for more time and wayyy better than lenovo and xiaomi Yes, capable phone but the user has the budget to buy phone like g3. - - - Updated - - - My advice: Get One plus One 64GB (22K) or LG G3 Moto X is good as well but...",http://www.digit.in/forum/buying-advice/190444-new-phone-around-30k-please-suggest-post2210251.html#postcount2210241,Forum Replies,NA,NA,Product Attributes (compared to competitor),Neutral,Complaint,
488,"Originally Posted by kkn13 ^^ Not true,they are still very capable phones will have support for more time and wayyy better than lenovo and xiaomi Yes, capable phone but the user has the budget to buy phone like g3. - - - Updated - - - My advice: Get One plus One 64GB (22K) or LG G3 Moto X is good as well but...",http://www.digit.in/forum/buying-advice/190444-new-phone-around-30k-please-suggest-post2210241.html#postcount2210241,Forum Replies,,,,Neutral,,
489,Lenovo is notorious for not giving updates and a bloated rom so please research more on that before deciding to take the plunge,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210332,Forum Replies,,,,Neutral,,
490,Lenovo is notorious for not giving updates and a bloated rom so please research more on that before deciding to take the plunge,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210676.html#postcount2210332,Forum Replies,,,,Neutral,,
491,"Originally Posted by kkn13 ^^ Not true,they are still very capable phones will have support for more time and wayyy better than lenovo and xiaomi Yes, capable phone but the user has the budget to buy phone like g3. - - - Updated - - - My advice: Get One plus One 64GB (22K) or LG G3 Moto X is good as well but...",http://www.digit.in/forum/buying-advice/190444-new-phone-around-30k-please-suggest-2.html#post2210241,Forum Replies,,,,Neutral,,
492,Lenovo A6000 is worth buying. You could also consider Moto E 2nd gen.,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210235,Forum Replies,NA,NA,Product Attributes (compared to competitor),Neutral,Praise,
493,Lenovo A6000 is worth buying. You could also consider Moto E 2nd gen.,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210676.html#postcount2210235,Forum Replies,,,,Neutral,,
494,Lenovo A6000 is worth buying. You could also consider Moto E 2nd gen.,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210235.html#postcount2210235,Forum Replies,,,,Neutral,,
495,Lenovo A6000 is worth buying. You could also consider Moto E 2nd gen. ,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-2.html#post2210235,Forum Replies,,,,Neutral,,
496,"Originally Posted by Skyh3ck i have registered for Redmi 2 Sale, dont know if it is 1 GB or 2 GB version, will see it i get lucky this time, dont know which one to get Lenovo or Redmi, how is lenovo a6000 its little bit big, and soound is bad Only the 1gb version of redmi 2 is on sale right now.. The 2gb...",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210137,Forum Replies,NA,NA,Product Attributes (compared to competitor),Neutral,Complaint,
497,"Originally Posted by Skyh3ck i have registered for Redmi 2 Sale, dont know if it is 1 GB or 2 GB version, will see it i get lucky this time, dont know which one to get Lenovo or Redmi, how is lenovo a6000 its little bit big, and soound is bad Only the 1gb version of redmi 2 is on sale right now.. The 2gb...",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210676.html#postcount2210137,Forum Replies,,,,Neutral,,
498,"Originally Posted by Skyh3ck i have registered for Redmi 2 Sale, dont know if it is 1 GB or 2 GB version, will see it i get lucky this time, dont know which one to get Lenovo or Redmi, how is lenovo a6000 its little bit big, and soound is bad Only the 1gb version of redmi 2 is on sale right now.. The 2gb...",http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210366.html#postcount2210137,Forum Replies,,,,Neutral,,
499,I feel redmi will be better than lenovo.lenovo doesn't update their phones.,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210722.html#postcount2210130,Forum Replies,NA,NA,"Product Attributes (Software, compared to competitor)",Positive,Complaint,
500,I feel redmi will be better than lenovo.lenovo doesn't update their phones.,http://www.digit.in/forum/buying-advice/190430-new-android-mobile-needed-budget-4k-7k-suggestions-please-post2210676.html#postcount2210130,Forum Replies,,,,Positive,,
501,@Lenovo_in s850 battery fast low,http://twitter.com/jayshah1181/statuses/577133289686724608,TWITTER,,,Product Attributes,Neutral,Complaint,
502,"#LenovoS660 (Titanium) at Rs 7,798 only #Lenovo #S660 http://t.co/8Q30Wu4ql2",http://twitter.com/DealDarbar/statuses/577114283370237952,TWITTER,,,,Neutral,,
503,"RT @Ab_333 @MeghaVishwanath Great Episode Of Mobile World Congress.. Microsoft, Sony's Phones & Lenovo's Pocket Projector is cool.. •À_•À_•À_•À_•À_",http://twitter.com/MeghaVishwanath/statuses/577103098910375937,TWITTER,,,Product Attributes,Positive,Praise,
504,"RT @Lenovo_in Missed out on today's A6000 SALE? Well, the next is only a week away. Register @Flipkart on: http://t.co/oAaadZdqat http://t.co/3PeVaqAvUy",http://twitter.com/NabajyotiDr/statuses/577073578513862656,TWITTER,,,,Neutral,,
505,For selfie lovers! #TechoTweet: Lenovo S90 Selfie 4G http://t.co/b6vpxY9kxG,http://twitter.com/gauravgoel53/statuses/577060188638687232,TWITTER,,,,Neutral,,
506,Just buy a @lenovo A6000 4G Mobile.,http://twitter.com/pk4323/statuses/577041920045629440,TWITTER,,,,Neutral,Praise,
507,@Lenovo_in I want to upgrade my lenovo p780 to kitkat please tell service center in U.P,http://twitter.com/Iam_Niteesh/statuses/577038498026233857,TWITTER,Post-Sales,,"Product Attributes, Customer Service",Neutral,Enquiry,
508,somehow surprised how lenevo has quickly entrenched the indian mobile market. the A6000 series is a steal. @lenovo,http://twitter.com/gnayak18/statuses/577036211547611136,TWITTER,,,,Neutral,Praise,
509,RT @CollChris Next A6000 Sale is 18 Mar. Register for it @Flipkart > http://t.co/WHcury6kzZ #india @lenovo @Lenovo_in http://t.co/M7eHgiTlwM,http://twitter.com/Stalker799/statuses/577033291854835712,TWITTER,,,,Neutral,,
510,"Lenovo A536- http://t.co/hLNbw8Lx5i AND http://t.co/lqQ9nNzj1z are same, right?   Hence, both should have CDMA & work with Reliance?",http://twitter.com/LunacyRedefined/statuses/576997344970809344,TWITTER,,,Customer Service,Neutral,Enquiry,
511,Lenovo A6000 review ! The new best budget smartphone ? http://t.co/kmwGKmJ5ZJ,http://twitter.com/Dhananjay_Tech/statuses/576975362564866048,TWITTER,,,,Neutral,Praise,
512,@dashingfahad11 @Obsessed4HP @BaniyaDeals @Lenovo_in I don't have/ use an a6000 to assist u on this.,http://twitter.com/shikaris/statuses/576918676441452544,TWITTER,,,,Neutral,,
513,@lenovo with 1GB ram moto e works efficiently than lenovo A6000,http://twitter.com/Harsha_72/statuses/576814295415029760,TWITTER,,,Product Attributes,Neutral,,
514,"RT @Yuanqing_Lenovo Delighted Lenovo smartphones, tablets & projector winning awards vs global competition! #MWC15 #LenovoMWC #Winning http://t.co/anebXCHuvM",http://twitter.com/rkthiru/statuses/576807707417518080,TWITTER,,,Product Attributes,Neutral,Praise,
515,RT @CollChris MT @siddusirasigi A6000 low price great phone thanks @lenovo #india // @Lenovo_in @Flipkart > http://t.co/eQ1nXLFtHz http://t.co/HjS3Jxpi1h,http://twitter.com/abrk/statuses/576752742716174336,TWITTER,,,,Positive,,
516,RT @CollChris Step-by-step guide how to get @lenovo A6000 phone @Flipkart Rs 6999 > http://t.co/zhVVSIrOPu @Lenovo_in http://t.co/NMNpkes9tF,http://twitter.com/abrk/statuses/576752300561072128,TWITTER,,,,Neutral,,
517,RT @CollChris Next A6000 Sale is 18 Mar. Register for it @Flipkart > http://t.co/WHcury6kzZ @lenovo @Lenovo_in #india http://t.co/M7eHgiTlwM,http://twitter.com/abrk/statuses/576751872444268544,TWITTER,,,,Neutral,,
518,RT @CollChris A6000 FAQs Tips Tricks Useful Options ‰__ http://t.co/NbhM4wZ4HF #india via @phoneradar @lenovo @Lenovo_in http://t.co/0bxqPfHEyN,http://twitter.com/abrk/statuses/576751069511819266,TWITTER,,,,Neutral,,
519,@Lenovo_in when was the next sale for #lenovo a6000 d hw 2 register,http://twitter.com/harishakrbabu/statuses/576744785127444480,TWITTER,Pre-Sales,Yes,,Neutral,Enquiry,
520,"Lenovo A6000 Will Go On Sale For Sixth Time On 18th March At Rs 6,999 http://t.co/HudzDYVeJo",http://twitter.com/shyamjai/statuses/576735495419379712,TWITTER,,,,Neutral,,
521,@tinucherian I had got a Xionee and a Lenovo P780. The latter has a great battery life too,http://twitter.com/priyashmita/statuses/576728550947991552,TWITTER,Post-Sales,,Product Attributes,Positive,Praise,
522,#Lenovo #A6000 #Review-All Round Sweep http://t.co/XkVBSCizZY @lenovo @Lenovo_in,http://twitter.com/Shaan_Mukherjee/statuses/576722495434178560,TWITTER,,,,Neutral,,
523,RT @CollChris MT @Lenovo_in Your appreciation drives us!åÊRegister now for A6000 SALE @Flipkart 18 Mar http://t.co/0HEJbIwaUo #india http://t.co/3iqXzZCRSx,http://twitter.com/MANEESH_HLR/statuses/576679510889746432,TWITTER,,,,Neutral,,
524,"RT @CollChris RT @Potterhead_Mee Received my @Lenovo_in A6000, Pretty Impressed With Your Superfast delivery @Flipkart Thank you :) // #india",http://twitter.com/ravibanti/statuses/576675698477125632,TWITTER,,,,Positive,,
525,From Xiaomi #redmi2 to the new #MotoE and #Lenovo A6000: Here are 7 top budget smartphones you must check http://t.co/YzKp4jKKLT,http://twitter.com/daily_bhaskar/statuses/576654184197402624,TWITTER,,,,Neutral,,
526,Lenovo A6000 Review-All Round Sweep  Read Full Review: http://t.co/KF6l44vj0J   #KitKat  #Lenovo #A6000 #Smartphones http://t.co/YWQhExZ4u1,http://twitter.com/Techmagnifier/statuses/576635492801761281,TWITTER,,,,Neutral,,
527,Lenovo A6000 Review-All Round Sweep  Read Full Review: http://t.co/KF6l44MUpj  #Android #KitKat #Budget #Lenovo... http://t.co/sEnG7wTMtm,http://twitter.com/Techmagnifier/statuses/576635316708220928,TWITTER,,,,Neutral,,
528,RT @Lenovo_in Your appreciation drives us to excel!åÊRegister now for the A6000 SALE @Flipkart on 18th March: http://t.co/oAaadZdqat http://t.co/l6Rl1xAgXa,http://twitter.com/doshiamitk/statuses/576625106442551296,TWITTER,,,,Neutral,,
529,Lenovo A850 TabletYellow 16 GB WiFi 3G at 11999   Check PD #electronics http://t.co/dsxfnJuF1L,http://twitter.com/txtmealerts/statuses/576625065250308097,TWITTER,,,,Neutral,,
530,RT @Lenovo_in Your appreciation drives us to excel!åÊRegister now for the A6000 SALE @Flipkart on 18th March: http://t.co/oAaadZdqat http://t.co/l6Rl1xAgXa,http://twitter.com/DealDarbar/statuses/576618080995954688,TWITTER,,,,Neutral,,
531,RT @Lenovo_in Your appreciation drives us to excel!åÊRegister now for the A6000 SALE @Flipkart on 18th March: http://t.co/oAaadZdqat http://t.co/l6Rl1xAgXa,http://twitter.com/VivoDesportes/statuses/576617813978144768,TWITTER,,,,Neutral,,
532,Your appreciation drives us to excel!åÊRegister now for the A6000 SALE @Flipkart on 18th March: http://t.co/oAaadZdqat http://t.co/l6Rl1xAgXa,http://twitter.com/Lenovo_in/statuses/576616246785019904,TWITTER,,,,Neutral,,
533,@Lenovo_in @lenovohelp will the vibe ui stillbe there after the lollipop update in a6000?cuz that's the only thing stoppin me from buying it,http://twitter.com/manas_m13/statuses/576453477892632576,TWITTER,Pre-Sales,Yes,Product Attributes,Neutral,Enquiry,
534,"RT @nimishdubey The most welcome change in the Indian mobile market: now more people are asking ""Moto E or Redmi 2 or Lenovo A6000"" than ""iPhone or Galaxy""?",http://twitter.com/vin2ktalks/statuses/576447866299768832,TWITTER,,,,Neutral,,
535,Lenovo A6000 gives tough competition to # Redmi2 . It's a good alternative if you don't love Xiaomi phones.,http://twitter.com/prabhjitonit/statuses/576408398603792384,TWITTER,,,,Positive,Praise,
536,Xiaomi Redmi 2 VS Lenovo A6000 VS Yu Yureka VS Xiaomi Redmi Note 4G- Best 4G Smartphone Under ‰â_10000 http://t.co/ULVew52GfD,http://twitter.com/rohit_khurana/statuses/576399978928599040,TWITTER,,,,Neutral,,
537,"RT @nimishdubey The most welcome change in the Indian mobile market: now more people are asking ""Moto E or Redmi 2 or Lenovo A6000"" than ""iPhone or Galaxy""?",http://twitter.com/yespress/statuses/576386909083054081,TWITTER,,,,Neutral,,
538,RT @Lenovo_in Lenovo A6000's 4G speed took Ranbir's world by storm. Register @Flipkart for the next SALE: http://t.co/oAaadZv121 http://t.co/RWH0k4gozD,http://twitter.com/RAJIVHOT/statuses/576379144197419008,TWITTER,,,,Neutral,,
539,"RT @nimishdubey The most welcome change in the Indian mobile market: now more people are asking ""Moto E or Redmi 2 or Lenovo A6000"" than ""iPhone or Galaxy""?",http://twitter.com/BipinBihari_/statuses/576371889985052672,TWITTER,,,,Neutral,,
540,"The most welcome change in the Indian mobile market: now more people are asking ""Moto E or Redmi 2 or Lenovo A6000"" than ""iPhone or Galaxy""?",http://twitter.com/nimishdubey/statuses/576333840349671424,TWITTER,,,,Neutral,,"xiaomi vs lenovo, rather than samsung or apple"
541,"@Lenovo_in keep flooding us with ur smartphones,.. #lenovo_love",http://twitter.com/Imanimesh1/statuses/576332499518779392,TWITTER,,,,Positive,Praise,
542,RT @Lenovo_in @Imanimesh1 Enjoy your A6000 Animesh! Hope you love it as much as we do. :),http://twitter.com/Imanimesh1/statuses/576332267494060032,TWITTER,,,,Neutral,,
543,Intel‰Ûªs Mobile Milestone: Two Chips in Lenovo Smartphone http://t.co/m43Xy9MjO6,http://twitter.com/haveenacherian/statuses/576322990436024320,TWITTER,,,,Neutral,,
544,"Lenovo Sisley S90 Available Online in India with a Price Rs. 17,910 https://t.co/sZMDQTo3Gk by @kamal8219",http://twitter.com/kamal8219/statuses/576319146943594496,TWITTER,,,,Neutral,,
545,@srinivasr984 Please call on MIDH toll free numbers for the issue you are facing with your smartphone: 1800 3000 7678 / 18601803425. 2/2,http://twitter.com/Lenovo_in/statuses/576312105130967040,TWITTER,,,,Neutral,,
546,"The Lenovo A6000 4G LTE Smartphone is so fast that it took Ranbir's world by storm.   For Sale, Purchase &... http://t.co/nk4MDADlQj",http://twitter.com/manojrai_india/statuses/576302563466862592,TWITTER,,,,Neutral,,
547,@IntelIndia @Lenovo_in goes on. Now we see quite a few cheaper look likes in the mobile and tablet space.,http://twitter.com/VJPaul21/statuses/576297178135572481,TWITTER,,,,Neutral,,
548,RT @Lenovo_in Capture moments easily with the A6000's 8 MP camera. Register for today‰Ûªs SALE @Flipkart on: http://t.co/oAaadZdqat http://t.co/PUEI6h92SX,http://twitter.com/CubesArvind/statuses/576296980583837696,TWITTER,,,,Neutral,,
549,RT @Lenovo_in Lenovo A6000's 4G speed took Ranbir's world by storm. Register @Flipkart for the next SALE: http://t.co/oAaadZv121 http://t.co/RWH0k4gozD,http://twitter.com/CubesArvind/statuses/576291437072945152,TWITTER,,,,Neutral,,
550,#Tech Battle of the budget phones: Xiaomi Redmi 2 vs Moto E second gen vs Lenovo A6000: We've put the Xiaomi R... http://t.co/sd5iM5opDO,http://twitter.com/TechieTurf/statuses/576264854396272640,TWITTER,,,,Neutral,,
551,Redmi 2 vs Moto E 2nd Gen vs Lenovo A6000 ‰ÛÒ The battle of entry-level phones http://t.co/BQy1QInQeJ #Comparison http://t.co/AEqgCSrlaU,http://twitter.com/mayurjango/statuses/576262092631642112,TWITTER,,,,Neutral,,the battle of entry level phones
552,Lenovo A6000's 4G speed took Ranbir's world by storm. Register @Flipkart for the next SALE: http://t.co/oAaadZv121 http://t.co/RWH0k4gozD,http://twitter.com/Lenovo_in/statuses/576260939835518976,TWITTER,,,,Neutral,,
553,"@VvvjVarun Hi Varun, the Lenovo A6000 next sale is coming up next week :). Register for it now on: http://t.co/UuKPtC3ptp",http://twitter.com/Lenovo_in/statuses/576251463464296448,TWITTER,,,,Positive,,
554,"Snapdeal : Now buy Lenovo A526 Mobile(Quad Core, 1 GB RAM)  at Rs. 4496 only http://t.co/KSW9JVQqmV",http://twitter.com/buytoearn/statuses/576227403741138944,TWITTER,,,,Neutral,,
555,#Tech Xiaomi Redmi 2 vs Moto E second gen vs Lenovo A6000: Battle of the budget phones: We've put the Xiaomi R... http://t.co/o01X56h7jB,http://twitter.com/TechieTurf/statuses/576210249268375552,TWITTER,,,,Neutral,,
556,"Mobile Phones, India: Buy Lenovo Power Bank PB410 5000mAh online http://t.co/ifpzBqmUWD #mobile #phones",http://twitter.com/mobile_phone_ci/statuses/576170044079546368,TWITTER,,,,Neutral,,
557,#lenovo #a6000 this phone is shit man,http://twitter.com/TheMithun/statuses/576167229219188736,TWITTER,Post-Sales,,,Negative,Complaint,
558,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/varun18vijay/statuses/576103033949552640,TWITTER,,,,Neutral,,
559,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones   http://t.co/0DJNLW4Rcf http://t.co/RjcPwJPncb,http://twitter.com/pankajsharma125/statuses/576102437158711296,TWITTER,,,,Neutral,,
560,@iamMakkar It's coz of the brand value for example u don't even have to look outside Lenovo A6000 has SD 410 & Motorola is part of Lenovo,http://twitter.com/geekyranjit/statuses/576055693641285633,TWITTER,,,,Neutral,,
561,I liked a @YouTube video from @geekyranjit http://t.co/u9zooyamd7 Lenovo A6000 budget 4G Smartphone Unboxing & Overview,http://twitter.com/Rajputsurendra4/statuses/576036432860426240,TWITTER,,,Other,Neutral,Praise,
562,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/pankajsharma125/statuses/576035018872463362,TWITTER,,,,Neutral,,
563,@ThatCricketBrat Lenovo Vibe X2/ One plus one,http://twitter.com/rajputrulz/statuses/576032713720795137,TWITTER,,,,Neutral,,
564,Samsung Galaxy S 4 or Lenovo Vibe x2 http://t.co/7r2U1pmwtu,http://twitter.com/broadbandforum/statuses/576009811155820545,TWITTER,,,,Neutral,,
565,Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones @tech2eets http://t.co/sLw2CmEGHd,http://twitter.com/dpandiMECSE/statuses/575981828143595520,TWITTER,,,,Neutral,,
566,@djravi123 Enjoy your Lenovo A6000 Ravi!,http://twitter.com/Lenovo_in/statuses/575981564531728385,TWITTER,,,,Positive,,
567,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/AlbertAnks/statuses/575979335619756032,TWITTER,,,,Neutral,,
568,1 more addition to my gadgets list.. #lenovo A6000 @Lenovo_in The UI of this phone looks amazing..•À_•À_ http://t.co/3DETPNBjKw,http://twitter.com/djravi123/statuses/575979194275930112,TWITTER,Pre-Sales,Yes,,Positive,Praise,
569,Ordered my @Lenovo_in A6000 yesterday at 2pm and received it today.. Really Impressed with your superfast delivery @Flipkart •À_•À_ Thank You.•À_,http://twitter.com/djravi123/statuses/575978667576160256,TWITTER,Post-Sales,,,Positive,Praise,
570,I liked a @YouTube video from @klgadgetguy http://t.co/xzX8rC2nkZ Lenovo VIBE X2 Unboxing,http://twitter.com/imanjotdulay/statuses/575976018424557568,TWITTER,,,,Neutral,Praise,
571,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/whiskeysocial/statuses/575975184986849281,TWITTER,,,,Neutral,,
572,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones   http://t.co/0DJNLW4Rcf http://t.co/RjcPwJPncb,http://twitter.com/Petarappp/statuses/575974964483874816,TWITTER,,,,Neutral,,
573,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/digital360co/statuses/575973941790969856,TWITTER,,,,Neutral,,
574,"Xiaomi Redmi 2 launched in India for Rs. 6,999 rival for Lenovo A6000 | Mobile Telco... http://t.co/LhynsqMkgE",http://twitter.com/Mobile_Telco/statuses/575971737948524544,TWITTER,,,,Neutral,,
575,Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones @tech2eets http://t.co/cFkjlCemUK,http://twitter.com/madhusudan41/statuses/575971683976101888,TWITTER,,,,Neutral,,
576,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/Sahilkamdar89/statuses/575969966299590656,TWITTER,,,,Neutral,,
577,Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones ... - http://t.co/OtY92LKQej #NewsInTweetsIndia,http://twitter.com/NewsInTweetsIn/statuses/575967059068080128,TWITTER,,,,Neutral,,
578,Check out Lenovo A369i (Black) http://t.co/B2TZGTvQ3Z via @ http://t.co/AlPdGbbDtE,http://twitter.com/sankaranmslm/statuses/575967022476984320,TWITTER,,,,Neutral,,
579,Check out Lenovo A369i (Black) http://t.co/5gXnx8CqmN via @ http://t.co/xken1qZ4E3,http://twitter.com/sanmicrotech/statuses/575967004345008129,TWITTER,,,,Neutral,,
580,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/surbhiagarwal30/statuses/575966972376006656,TWITTER,,,,Neutral,,
581,RT @tech2eets Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/firstpost/statuses/575966809569923072,TWITTER,,,,Neutral,,
582,Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/TJVCq53Fzh http://t.co/9UDoVdDekR,http://twitter.com/shaiknagoorbabu/statuses/575966669123665920,TWITTER,,,,Neutral,,
583,Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/te7blggWHu http://t.co/7mQCQp4tIU,http://twitter.com/tech2eets/statuses/575966251937349632,TWITTER,,,,Neutral,,
584,"Xiaomi Redmi 2: Lenovo A6000 Competitor Launched with 4G LTE at Rs 6,999: Ever since China entered the mobile ... http://t.co/TkO9Vy6Tre",http://twitter.com/Manthan118/statuses/575962396000309249,TWITTER,,,,Neutral,,
585,RT @KaranArora Xiaomi Redmi 2 vs Motorola Moto E second gen vs Lenovo A6000: Battle of the budget phones http://t.co/vDA7sjiQ1D,http://twitter.com/rkartha/statuses/575961230705197056,TWITTER,,,,Neutral,,
